Name,Location,Height,Weight,Ranking,NationalRank,PositionRank,StateRank,State,Position,Year,School,Type,count
Tautvilas Tubelis,"Lithuania (Lithuania, LITH)",6-6,190,79,NA,96,3,LITH,SF,2020,arizona,Commit,1
Shane Nowell,"Eastside Catholic (Sammamish, WA)",6-5,190,91,102,25,4,WA,SG,2021,arizona,Commit,1
Adama Bal,"INSEP Paris (Paris, FR)",6-6,180,90,131,9,1,FR,CG,2021,arizona,Commit,1
Kylan Boswell,"Compass Prep (Chandler, AZ)",6-1,180,98,25,4,2,AZ,PG,2022,arizona,Commit,1
Henri Veesaar,"Estonia (Estonia, ESTO)",6-10,200,97,36,8,1,ESTO,C,2022,arizona,Commit,1
Dylan Anderson,"Perry (Gilbert, AZ)",7-0,215,91,95,17,7,AZ,PF,2022,arizona,Commit,2
Filip Borovicanin,"Serbia (Serbia, SERB)",6-8,180,91,106,25,1,SERB,SF,2022,arizona,Commit,2
Courtney Ramey,NA,6-3,170,90,NA,NA,NA,NA,PG,2022,arizona,Transfer,1
KJ Lewis,"Duncanville (Duncanville, TX)",6-4,185,92,85,18,5,TX,SG,2023,arizona,Commit,1
Paulius Murauskas,"Lithuania (Lithuania, LITH)",6-8,220,90,107,23,1,LITH,PF,2023,arizona,Commit,2
Motiejus Krivas,"Lithuania (Lithuania, LITH)",7-2,256,90,135,21,2,LITH,C,2023,arizona,Commit,2
Conrad Martinez,"Spain (Spain, SPAI)",6-1,0,86,NA,43,2,SPAI,PG,2023,arizona,Commit,1
Caleb Love,NA,6-4,200,94,NA,NA,NA,NA,PG,2023,arizona,Transfer,1
Keshad Johnson,NA,6-7,200,91,NA,NA,NA,NA,PF,2023,arizona,Transfer,1
Jaden Bradley,NA,6-3,185,93,NA,NA,NA,NA,PG,2023,arizona,Transfer,1
Carter Bryant,"Centennial (Corona, CA)",6-8,225,96,28,5,2,CA,SF,2024,arizona,Commit,1
Emmanuel Stephen,"Dream City Christian (Glendale, AZ)",7-0,215,90,116,22,7,AZ,C,2024,arizona,Commit,1
Anthony Dell'Orso,NA,6-6,190,93,NA,NA,NA,NA,SF,2024,arizona,Transfer,2
Tobe Awaka,NA,6-8,250,92,NA,NA,NA,NA,C,2024,arizona,Transfer,1
Trey Townsend,NA,6-6,228,93,NA,NA,NA,NA,SF,2024,arizona,Transfer,2
Brayden Burries,"Eleanor Roosevelt (Eastvale, CA)",6-4,200,98,9,2,1,CA,SG,2025,arizona,Commit,2
Koa Peat,"Perry (Gilbert, AZ)",6-8,235,98,11,4,1,AZ,SF,2025,arizona,Commit,2
Dwayne Aristode,"Brewster Academy (Wolfeboro, NH)",6-8,215,95,29,8,1,NH,SF,2025,arizona,Commit,1
Bryce James,"Sierra Canyon (Chatsworth, CA)",6-4,190,86,NA,52,29,CA,SG,2025,arizona,Commit,1
Evan Nelson,NA,6-2,170,85,NA,NA,NA,NA,PG,2025,arizona,Transfer,1
Mark Vital,"Washington-Marion (Lake Charles, LA)",6-6,220,93,63,12,2,LA,SF,2016,baylor,Commit,1
Nuni Omot,"Indian Hills C.C. (Ottumwa, IA)",6-9,205,88,14,2,2,IA,SF,2016,baylor,Commit,1
Tyson Jolly,"Putnam City West (Oklahoma City, OK)",6-4,200,91,89,13,1,OK,SG,2016,baylor,Commit,1
Tristan Clark,"Judson (Converse, TX)",6-9,230,91,115,29,6,TX,PF,2017,baylor,Commit,1
Leonard Allen,"Round Rock (Round Rock, TX)",7-0,200,86,NA,36,30,TX,C,2017,baylor,Commit,1
Jared Butler,"Riverside Academy (Reserve, LA)",6-2,180,93,88,14,2,LA,SG,2018,baylor,Commit,1
Matthew Mayer,"Westlake (Austin, TX)",6-7,190,92,92,21,4,TX,SF,2018,baylor,Commit,1
Flo Thamba,"Mountain Mission School (Grundy, VA)",6-9,224,88,235,32,11,VA,C,2018,baylor,Commit,1
Jordan Turner,"Sunrise Christian Academy (Bel Aire, KS)",6-6,180,89,177,39,6,KS,SF,2019,baylor,Commit,1
Dain Dainja,"Park Center (Minneapolis, MN)",6-9,260,93,106,18,3,MN,PF,2020,baylor,Commit,1
LJ Cryer,"Morton Ranch (Katy, TX)",6-1,180,91,123,23,4,TX,PG,2020,baylor,Commit,1
Zach Loveday,"Huntington Expression Prep (Huntington, WV)",7-0,200,89,195,38,5,WV,C,2020,baylor,Commit,1
Kendall Brown,"Sunrise Christian Academy (Bel Aire, KS)",6-8,205,98,18,5,2,KS,SF,2021,baylor,Commit,1
Langston Love,"Montverde Academy (Montverde, FL)",6-4,190,97,38,10,7,FL,SG,2021,baylor,Commit,1
Jeremy Sochan,"Orange Academy (Germany, GERM)",6-8,215,95,51,13,1,GERM,SF,2021,baylor,Commit,1
Keyonte George,"IMG Academy (Bradenton, FL)",6-4,185,99,9,1,3,FL,SG,2022,baylor,Commit,1
Josh Ojianwuna,"NBA Global Academy (Australia, AUST)",6-10,230,92,88,16,2,AUST,C,2022,baylor,Commit,1
Caleb Lohner,NA,6-6,200,88,NA,NA,NA,NA,SG,2022,baylor,Transfer,1
Jalen Bridges,NA,6-7,180,90,NA,NA,NA,NA,SF,2022,baylor,Transfer,1
Ja'Kobe Walter,"Link Academy (Branson, MO)",6-5,180,98,8,1,1,MO,SG,2023,baylor,Commit,1
Miro Little,"Sunrise Christian Academy (Bel Aire, KS)",6-4,185,94,41,9,2,KS,PG,2023,baylor,Commit,3
Yves Missi,"Prolific Prep (Fort Lauderdale, FL)",6-10,210,94,42,6,9,FL,C,2023,baylor,Commit,3
RayJ Dennis,NA,6-2,170,94,NA,NA,NA,NA,PG,2023,baylor,Transfer,3
Jayden Nunn,NA,6-4,190,91,NA,NA,NA,NA,PG,2023,baylor,Transfer,1
VJ Edgecombe,"Long Island Lutheran (Glen Head, NY)",6-5,180,99,5,1,1,NY,SF,2024,baylor,Commit,1
Rob Wright,"Montverde Academy (Montverde, FL)",6-0,165,97,23,1,6,FL,PG,2024,baylor,Commit,2
Jason Asemota,"Hillcrest Prep (Phoenix, AZ)",6-8,190,93,73,16,3,AZ,SF,2024,baylor,Commit,1
Norchad Omier,NA,6-7,240,97,NA,NA,NA,NA,PF,2024,baylor,Transfer,2
Jeremy Roach,NA,6-2,180,96,NA,NA,NA,NA,PG,2024,baylor,Transfer,1
Tounde Yessoufou,"St Joseph (Lakewood, CA)",6-6,210,98,14,2,3,CA,PF,2025,baylor,Commit,1
Andre Iguodala II,"Link Academy (Branson, MO)",6-7,185,87,243,53,8,MO,SF,2025,baylor,Commit,1
Isaac Williams,NA,6-2,165,86,NA,NA,NA,NA,CG,2025,baylor,Transfer,1
Daniel Skillings,NA,6-6,210,91,NA,NA,NA,NA,SF,2025,baylor,Transfer,2
Caden Powell,NA,6-10,220,88,NA,NA,NA,NA,C,2025,baylor,Transfer,1
Juslin Bodo Bodo,NA,6-11,225,90,NA,NA,NA,NA,C,2025,baylor,Transfer,1
JJ White,NA,6-2,180,91,NA,NA,NA,NA,PG,2025,baylor,Transfer,2
Obi Agbim,NA,6-3,180,95,NA,NA,NA,NA,SG,2025,baylor,Transfer,2
Michael Rataj,NA,6-7,220,95,NA,NA,NA,NA,PF,2025,baylor,Transfer,2
Gavin Baxter,"Timpview (Provo, UT)",6-6,165,89,143,29,4,UT,SF,2016,byu,Commit,2
Yoeli Childs,"Bingham (South Jordan, UT)",6-7,220,89,153,34,5,UT,PF,2016,byu,Commit,2
Connor Harding,"Highland (Pocatello, ID)",6-5,175,87,244,48,1,ID,SF,2016,byu,Commit,1
Kolby Lee,"Rocky Mountain  (Meridian, ID)",6-9,260,85,NA,38,1,ID,C,2017,byu,Commit,1
Hunter Erickson,"Timpview (Provo, UT)",6-3,180,88,239,50,2,UT,SG,2018,byu,Commit,1
Nate Hansen,"Timpview (Provo, UT)",6-3,165,86,NA,65,11,UT,PG,2019,byu,Commit,1
Bernardo Da Silva,"Wasatch Academy (Mount Pleasant, UT)",6-9,210,88,NA,60,10,UT,SF,2019,byu,Commit,1
Caleb Lohner,"Wasatch Academy (Mount Pleasant, UT)",6-6,200,89,178,38,2,UT,SG,2020,byu,Commit,2
Richie Saunders,"Wasatch Academy (Mount Pleasant, UT)",6-5,180,89,243,29,4,UT,SG,2020,byu,Commit,2
Fousseyni Traore,"Wasatch Academy (Mount Pleasant, UT)",6-7,220,85,NA,51,5,UT,C,2021,byu,Commit,1
Braeden Moore,"Donda Academy (Simi Valley, CA)",6-8,210,80,NA,78,46,CA,PF,2022,byu,Commit,1
Egor Demin,"Russia (Russia, RUSS)",6-8,190,98,16,2,2,RUSS,CG,2024,byu,Commit,1
Kanon Catchings,"Overtime Elite (Atlanta, GA)",6-8,185,94,41,8,3,GA,PF,2024,byu,Commit,1
Brody Kozlowski,"Corner Canyon (Draper, UT)",6-7,190,88,126,25,3,UT,PF,2024,byu,Commit,2
Elijah Crawford,"Brewster Academy (Wolfeboro, NH)",6-1,175,88,152,14,3,NH,PG,2024,byu,Commit,2
Brooks Bahr,"Keller (Keller, TX)",6-4,180,89,123,16,5,TX,CG,2024,byu,Commit,1
Mawot Mag,NA,6-7,215,90,NA,NA,NA,NA,PF,2024,byu,Transfer,1
AJ Dybantsa,"Utah Prep (Hurricane, UT)",6-9,210,100,2,1,1,UT,SF,2025,byu,Commit,1
Xavion Staton,"Utah Prep (Hurricane, UT)",6-11,207,95,37,6,3,UT,C,2025,byu,Commit,2
Chamberlain Burgess,"Orem (Orem, UT)",6-9,205,90,100,18,5,UT,PF,2025,byu,Commit,1
Nate Pickens,NA,6-3,175,87,NA,NA,NA,NA,PG,2025,byu,Transfer,2
Tyler Mrus,NA,6-7,205,87,NA,NA,NA,NA,SF,2025,byu,Transfer,2
Dominique Diomande,NA,6-8,190,89,NA,NA,NA,NA,SF,2025,byu,Transfer,1
Kennard Davis,NA,6-6,215,95,NA,NA,NA,NA,SF,2025,byu,Transfer,2
Rob Wright,NA,6-1,183,98,NA,NA,NA,NA,PG,2025,byu,Transfer,1
Clayton Hughes,"University School of Jackson (Jackson, TN)",6-5,190,88,209,41,6,TN,SF,2016,central-florida,Commit,1
Kani Coles,"Pensacola State College (Pensacola, FL)",6-8,0,88,45,11,11,FL,PF,2017,central-florida,Commit,1
Myles Douglas,"Paul VI Catholic (Fairfax, VA)",6-6,190,87,NA,55,13,VA,SF,2017,central-florida,Commit,2
Danny Lewis,"Westlake (Atlanta, GA)",6-4,175,87,NA,57,19,GA,SG,2017,central-florida,Commit,2
Andreas Fuller,"Admiral Farragut Academy (St. Petersburg, FL)",6-6,190,86,NA,85,36,FL,SF,2018,central-florida,Commit,1
Tony Johnson,"Eufaula  (Eufaula, AL)",6-3,183,88,NA,49,5,AL,PG,2019,central-florida,Commit,1
Avery Diggs,"Southwest Mississippi C.C. (Summit, MS)",6-10,240,86,34,2,3,MS,C,2019,central-florida,Commit,1
Moses Bol,"Colby C.C. (Colby, KS)",7-2,240,85,43,4,3,KS,C,2019,central-florida,Commit,1
Darin Green,"Wharton (Tampa, FL)",6-5,175,84,NA,89,38,FL,SG,2019,central-florida,Commit,1
Jamille Reynolds,"Lakewood (St. Petersburg, FL)",6-9,230,88,NA,71,28,FL,PF,2020,central-florida,Commit,1
Darius Johnson,"Episcopal (Alexandria, VA)",6-0,180,89,150,22,4,VA,PG,2021,central-florida,Commit,1
Taylor Hendricks,"Calvary Christian Academy (Fort Lauderdale, FL)",6-9,205,93,84,13,12,FL,PF,2022,central-florida,Commit,1
Tyler Hendricks,"Calvary Christian Academy (Fort Lauderdale, FL)",6-4,165,75,NA,72,34,FL,SG,2022,central-florida,Commit,1
Ithiel Horton,NA,6-3,180,88,NA,NA,NA,NA,PG,2022,central-florida,Transfer,1
Lahat Thioune,NA,6-11,205,84,NA,NA,NA,NA,PF,2022,central-florida,Transfer,1
Michael Durr,NA,7-0,250,80,NA,NA,NA,NA,C,2022,central-florida,Transfer,1
Comeh Emuobor,"Brewster Academy (Wolfeboro, NH)",6-5,190,88,197,43,7,NH,SF,2023,central-florida,Commit,1
Demarr Langford,NA,6-5,220,87,NA,NA,NA,NA,SG,2023,central-florida,Transfer,1
Jaykwon Walton,NA,6-6,195,90,NA,NA,NA,NA,CG,2023,central-florida,Transfer,1
Shemarri Allen,NA,6-4,200,91,NA,NA,NA,NA,SG,2023,central-florida,Transfer,1
Moustapha Thiam,"DME Academy (Daytona Beach, FL)",7-1,204,94,43,8,9,FL,C,2024,central-florida,Commit,1
Dior Johnson,"Clarendon College (Clarendon, TX)",6-3,180,92,1,1,1,TX,PG,2024,central-florida,Commit,2
Jordan Ivy-Curry,NA,6-3,175,87,NA,NA,NA,NA,PG,2024,central-florida,Transfer,1
Keyshawn Hall,NA,6-7,255,92,NA,NA,NA,NA,PF,2024,central-florida,Transfer,2
Benny Williams,NA,6-8,180,89,NA,NA,NA,NA,SF,2024,central-florida,Transfer,1
Mikey Williams,NA,6-3,185,91,NA,NA,NA,NA,CG,2024,central-florida,Transfer,1
Chris Johnson,NA,6-5,180,89,NA,NA,NA,NA,CG,2025,central-florida,Transfer,2
Devan Cambridge,NA,6-6,215,89,NA,NA,NA,NA,SF,2025,central-florida,Transfer,2
Kris Parker,NA,6-9,201,87,NA,NA,NA,NA,SF,2025,central-florida,Transfer,2
BJ Freeman,NA,6-6,180,91,NA,NA,NA,NA,SF,2025,central-florida,Transfer,1
Carmelo Pacheco,NA,6-5,190,87,NA,NA,NA,NA,SG,2025,central-florida,Transfer,2
Jamichael Stillwell,NA,6-8,225,93,NA,NA,NA,NA,PF,2025,central-florida,Transfer,1
John Bol,NA,7-2,210,90,NA,NA,NA,NA,C,2025,central-florida,Transfer,3
Themus Fulks,NA,6-2,185,90,NA,NA,NA,NA,PG,2025,central-florida,Transfer,3
George Beale Jr,NA,6-4,200,85,NA,NA,NA,NA,CG,2025,central-florida,Transfer,1
Jordan Burks,NA,6-9,205,90,NA,NA,NA,NA,SF,2025,central-florida,Transfer,3
Riley Kugel,NA,6-5,210,92,NA,NA,NA,NA,SG,2025,central-florida,Transfer,1
Jarron Cumberland,"Wilmington (Wilmington, OH)",6-4,200,96,42,6,3,OH,SG,2016,cincinnati,Commit,1
Nysier Brooks,"Life Center Academy (Burlington, NJ)",6-9,200,88,207,27,8,NJ,C,2016,cincinnati,Commit,1
Keith Williams,"Bishop Loughlin Memorial (Brooklyn, NY)",6-5,190,91,110,21,5,NY,SG,2017,cincinnati,Commit,1
Mamoudou Diarra,"22 Feet Academy  (Greenville, SC)",6-9,205,87,226,46,5,SC,SF,2017,cincinnati,Commit,1
Logan Johnson,"St. Francis (Mountain View, CA)",6-2,170,90,143,22,13,CA,PG,2018,cincinnati,Commit,1
Rashawn Fredericks,"Motlow State Community College (Tullahoma, TN)",6-6,0,89,8,3,1,TN,SG,2018,cincinnati,Commit,1
LaQuill Hardnett,"Perry Hall (Nottingham, MD)",6-7,195,88,NA,72,9,MD,SF,2018,cincinnati,Commit,1
Prince Gillam,"Fresno (Fresno, CA)",6-6,220,87,NA,60,38,CA,PF,2018,cincinnati,Commit,1
Zach Harvey,"Prolific Prep (Fort Lauderdale, FL)",6-4,170,95,70,9,7,FL,SG,2019,cincinnati,Commit,1
Mika Adams-Woods,"New Hampton School (New Hampton, NH)",6-3,175,88,232,31,7,NH,CG,2019,cincinnati,Commit,2
Jeremiah Davenport,"Hargrave Military Academy (Chatham, VA)",6-5,205,88,1,1,1,VA,SG,2019,cincinnati,Commit,2
Tari Eason,"Garfield (Seattle, WA)",6-8,210,90,149,31,2,WA,PF,2020,cincinnati,Commit,1
Gabe Madsen,"Mayo Senior (Rochester, MN)",6-6,180,89,173,35,7,MN,SF,2020,cincinnati,Commit,3
Viktor Lakhin,"Russia (Russia, RUSS)",6-9,210,89,201,44,1,RUSS,C,2020,cincinnati,Commit,3
Mike Saunders,"Wasatch Academy (Mount Pleasant, UT)",6-0,165,89,228,32,3,UT,PG,2020,cincinnati,Commit,3
Mason Madsen,"Mayo Senior (Rochester, MN)",6-3,175,79,NA,50,8,MN,CG,2020,cincinnati,Commit,1
Daniel Skillings,"Roman Catholic (Philadelphia, PA)",6-5,180,91,105,12,2,PA,SF,2022,cincinnati,Commit,1
Josh Reed,"Pace Academy (Atlanta, GA)",6-6,195,88,205,45,7,GA,SF,2022,cincinnati,Commit,1
Sage Tolentino,"Hamilton (Hamilton, OH)",7-0,210,85,NA,41,7,OH,C,2022,cincinnati,Commit,1
Kalu Ezikpe,NA,6-8,220,87,NA,NA,NA,NA,PF,2022,cincinnati,Transfer,2
Landers Nolley,NA,6-7,195,89,NA,NA,NA,NA,SF,2022,cincinnati,Transfer,1
Robert Phinisee,NA,6-1,190,87,NA,NA,NA,NA,PG,2022,cincinnati,Transfer,2
Rayvon Griffith,"Compass Prep (Chandler, AZ)",6-5,180,93,64,14,3,AZ,SG,2023,cincinnati,Commit,1
Jizzle James,"Olympia (Orlando, FL)",6-1,180,92,80,12,7,FL,PG,2023,cincinnati,Commit,1
Aziz Bandaogo,NA,7-0,215,94,NA,NA,NA,NA,C,2023,cincinnati,Transfer,1
Simas Lukosius,NA,6-7,225,90,NA,NA,NA,NA,SF,2023,cincinnati,Transfer,1
CJ Fredrick,NA,6-4,165,89,NA,NA,NA,NA,SG,2023,cincinnati,Transfer,2
Jamille Reynolds,NA,6-10,285,89,NA,NA,NA,NA,C,2023,cincinnati,Transfer,2
Tyler Betsey,"St. Thomas More (Oakdale, CT)",6-8,185,93,53,10,2,CT,SF,2024,cincinnati,Commit,1
Tyler McKinley,"Winton Woods (Cincinnati, OH)",6-8,220,92,89,18,2,OH,PF,2024,cincinnati,Commit,1
Dillon Mitchell,NA,6-8,205,96,NA,NA,NA,NA,PF,2024,cincinnati,Transfer,1
Arrinten Page,NA,6-11,220,90,NA,NA,NA,NA,C,2024,cincinnati,Transfer,1
Connor Hickman,NA,6-2,175,91,NA,NA,NA,NA,CG,2024,cincinnati,Transfer,1
Shon Abaev,"Calvary Christian Academy (Fort Lauderdale, FL)",6-7,195,96,22,6,6,FL,SF,2025,cincinnati,Commit,1
Keyshuan Tillery,"New Hampton School (New Hampton, NH)",6-0,184,93,57,8,3,NH,PG,2025,cincinnati,Commit,1
Baba Miller,NA,6-11,215,92,NA,NA,NA,NA,C,2025,cincinnati,Transfer,2
Jalen Haynes,NA,6-8,260,88,NA,NA,NA,NA,PF,2025,cincinnati,Transfer,1
